Approval Date,Approval Date,Company
2020-04-10,04/10/2020,NATR
2020-04-10,04/10/2020,ABBV
2020-04-10,04/10/2020,AZN
2020-04-13,04/13/2020,RDHL
2020-04-13,04/13/2020,GOL
2020-04-13,04/13/2020,NATR
2020-04-14,04/14/2020,JAZZ
2020-04-14,04/14/2020,PFE
2020-04-14,04/14/2020,TARO
2020-04-14,04/14/2020,CTVA
2020-04-14,04/14/2020,AMRX
2020-04-15,04/15/2020,CTVA
2020-04-15,04/15/2020,URGN
2020-04-16,04/16/2020,TARO
2020-04-17,04/17/2020,GOL
2020-04-17,04/17/2020,SGEN
2020-04-17,04/17/2020,INCY
2020-04-20,04/20/2020,LLY
2020-04-20,04/20/2020,CTVA
2020-04-20,04/20/2020,SCPL
2020-04-21,04/21/2020,LLY
2020-04-21,04/21/2020,TARO
2020-04-22,04/22/2020,BMY
2020-04-22,04/22/2020,AGEN
2020-04-23,04/23/2020,LLY
2020-04-23,04/23/2020,AMGN
2020-04-24,04/24/2020,NVS
2020-04-24,04/24/2020,AZN
2020-04-24,04/24/2020,NBIX
2020-04-26,04/26/2020,BHC
2020-04-27,04/27/2020,TARO
2020-04-28,04/28/2020,LLY
2020-04-28,04/28/2020,NVS
2020-04-28,04/28/2020,XENT
2020-04-29,04/29/2020,MRK
2020-04-29,04/29/2020,NVS
2020-04-29,04/29/2020,CTVA
2020-04-29,04/29/2020,GSK
2020-04-30,04/30/2020,SNY
2020-04-30,04/30/2020,AMGN
